keys,en,ja,zh
RED_BOREALIS_TASSET,Red Borealis Tasset,紅凛【腰当て】,红凛【腰当】
RED_BOREALIS_TASSET_HAKU,Red Borealis Tasset Haku,紅凛・覇【腰当て】,红凛・霸【腰当】
RED_BOREALIS_TASSET_MAI,Red Borealis Tasset Mai,紅凛・羅【腰当て】,红凛・罗【腰当】
RED_GLYPH_PANTS,Red Glyph Pants,紅艶【袴】,红艳【裤】
RED_GLYPH_PANTS_HAKU,Red Glyph Pants Haku,紅艶・覇【袴】,红艳・霸【裤】
RED_GLYPH_PANTS_MAI,Red Glyph Pants Mai,紅艶・羅【袴】,红艳・罗【裤】
RED_GLYPH_TASSET,Red Glyph Tasset,紅艶【腰当て】,红艳【腰当】
RED_GLYPH_TASSET_HAKU,Red Glyph Tasset Haku,紅艶・覇【腰当て】,红艳・霸【腰当】
RED_GLYPH_TASSET_MAI,Red Glyph Tasset Mai,紅艶・羅【腰当て】,红艳・罗【腰当】
RED_PIERCING,Red Piercing,レッドピアス,赤炎耳饰
RED_PIERCING_PLUS,Red Piercing+,レッドＧピアス,赤炎Ｇ耳饰
RED_PIERCING_S,Red Piercing S,レッドＳピアス,赤炎Ｓ耳饰
RELOAD_MINUS_1,Reload -1,装填速度-1,装填速度-1
RELOAD_MINUS_2,Reload -2,装填速度-2,装填速度-2
RELOAD_MINUS_3,Reload -3,装填速度-3,装填速度-3
RELOAD_PLUS_1,Reload +1,装填速度+1,装填速度+1
RELOAD_PLUS_2,Reload +2,装填速度+2,装填速度+2
RELOAD_PLUS_3,Reload +3,装填速度+3,装填速度+3
RELOAD_SPEED,Reload Speed,装填,装填
ROOK_ROOM,Rook Room,ルーク,战车客房
RUBBERY_HIDE,Rubbery Hide,ゴム質の皮,橡胶质的皮
RUBBERY_HIDE_PLUS,Rubbery Hide+,ゴム質の上皮,橡胶质的上皮
SENSE,Sense,気配,气息
SHARP_SWORD,Sharp Sword,業物,利刃
SHARPEN_SPEED_HALVED,Sharpen Speed Halved,砥石性能半減,砥石性能半减
SHARPEN_SPEED_INCREASED,Sharpen Speed Increased,砥石使用高速化,砥石使用高速化
SHARPENER_SKILL,Sharpener,研ぎ師,研磨师
SHARPNESS_DOWN,Sharpness Down,斬れ味レベル-1,锋利度等级-1
SHARPNESS_RESTORATION_PLUS_25,Sharpness Restoration + 25%,斬れ味回復＋25%,锋利度回复＋25%
SHARPNESS_RESTORATION_PLUS_50,Sharpness Restoration + 50%,斬れ味回復＋50%,锋利度回复＋50%
SHARPNESS_SKILL,Sharpness,斬れ味,利度
SHARPNESS_UP,Sharpness Up,斬れ味レベル+1,锋利度等级+1
SHINOBI_BELT_BLACK,Shinobi Belt 'Black',忍の帯・黒,忍之带・黑
SHINOBI_BELT_EARTH,Shinobi Belt 'Earth',忍の帯・地,忍之带・地
SHINOBI_BELT_HEAVEN,Shinobi Belt 'Heaven',忍の帯・天,忍之带・天
SHINOBI_BELT_MOON,Shinobi Belt 'Moon',忍の帯・陰,忍之带・阴
SHINOBI_BELT_SUN,Shinobi Belt 'Sun',忍の帯・陽,忍之带・阳
SHINOBI_BELT_WHITE,Shinobi Belt 'White',忍の帯・白,忍之带・白
SHINOBI_BOOTS_BLACK,Shinobi Boots 'Black',忍の足袋・黒,忍之足袋・黑
SHINOBI_BOOTS_EARTH,Shinobi Boots 'Earth',忍の足袋・地,忍之足袋・地
SHINOBI_BOOTS_HEAVEN,Shinobi Boots 'Heaven',忍の足袋・天,忍之足袋・天
SHINOBI_BOOTS_MOON,Shinobi Boots 'Moon',忍の足袋・陰,忍之足袋・阴
SHINOBI_BOOTS_SUN,Shinobi Boots 'Sun',忍の足袋・陽,忍之足袋・阳
SHINOBI_BOOTS_WHITE,Shinobi Boots 'White',忍の足袋・白,忍之足袋・白
SHINOBI_KOTE_BLACK,Shinobi Kote 'Black',忍の篭手・黒,忍之笼手・黑
SHINOBI_KOTE_EARTH,Shinobi Kote 'Earth',忍の篭手・地,忍之笼手・地
SHINOBI_KOTE_HEAVEN,Shinobi Kote 'Heaven',忍の篭手・天,忍之笼手・天
SHINOBI_KOTE_MOON,Shinobi Kote 'Moon',忍の篭手・陰,忍之笼手・阴
SHINOBI_KOTE_SUN,Shinobi Kote 'Sun',忍の篭手・陽,忍之笼手・阳
SHINOBI_KOTE_WHITE,Shinobi Kote 'White',忍の篭手・白,忍之笼手・白
SHINOBI_MASK_BLACK,Shinobi Mask 'Black',忍の面・黒,忍之面・黑
SHINOBI_MASK_EARTH,Shinobi Mask 'Earth',忍の面・地,忍之面・地
SHINOBI_MASK_HEAVEN,Shinobi Mask 'Heaven',忍の面・天,忍之面・天
SHINOBI_MASK_MOON,Shinobi Mask 'Moon',忍の面・陰,忍之面・阴
SHINOBI_MASK_SUN,Shinobi Mask 'Sun',忍の面・陽,忍之面・阳
SHINOBI_MASK_WHITE,Shinobi Mask 'White',忍の面・白,忍之面・白
SHINOBI_SUIT_BLACK,Shinobi Suit 'Black',忍の装束・黒,忍之装束・黑
SHINOBI_SUIT_EARTH,Shinobi Suit 'Earth',忍の装束・地,忍之装束・地
SHINOBI_SUIT_HEAVEN,Shinobi Suit 'Heaven',忍の装束・天,忍之装束・天
SHINOBI_SUIT_MOON,Shinobi Suit 'Moon',忍の装束・陰,忍之装束・阴
SHINOBI_SUIT_SUN,Shinobi Suit 'Sun',忍の装束・陽,忍之装束・阳
SHINOBI_SUIT_WHITE,Shinobi Suit 'White',忍の装束・白,忍之装束・白
SILVER_BOOTS,Silver Boots,シルバーメタルブーツ,合金靴・曜
SILVER_BOOTS_PLUS,Silver Boots+,Ｓ・メタルＧブーツ,合金Ｇ靴・曜
SILVER_BOOTS_S,Silver Boots S,Ｓ・メタルＳブーツ,合金Ｓ靴・曜
SILVER_HORN,Silver Horn,白銀の角,白银之角
SILVER_RATHALOS_CLAW,Silver Rathalos Claw,銀火竜の翼爪,银火龙的翼爪
SILVER_RATHALOS_PLATE,Silver Rathalos Plate,銀火竜の逆鱗,银火龙的逆鳞
SILVER_RATHALOS_RUBY,Silver Rathalos Ruby,銀火竜の紅玉,银火龙的红玉
SILVER_RATHALOS_SCALE,Silver Rathalos Scale,銀火竜の鱗,银火龙的鳞
SILVER_RATHALOS_SHELL,Silver Rathalos Shell,銀火竜の甲殻,银火龙的甲壳
SILVER_RATHALOS_TAIL,Silver Rathalos Tail,銀火竜の尻尾,银火龙的尻尾
SILVER_RATHALOS_WEBBING,Silver Rathalos Webbing,銀火竜の翼膜,银火龙的翼膜
SILVER_RATHALOS_WING,Silver Rathalos Wing,銀火竜の翼,银火龙的翼
SILVER_SOL_CAP,Silver Sol Cap,シルバーソルキャップ,银日软帽
SILVER_SOL_COAT,Silver Sol Coat,シルバーソルコート,银日围腰
SILVER_SOL_GREAVES,Silver Sol Greaves,シルバーソルグリーヴ,银日胫甲
SILVER_SOL_GUARDS,Silver Sol Guards,シルバーソルガード,银日护臂
SILVER_SOL_HELM,Silver Sol Helm,シルバーソルヘルム,银日头铠
SILVER_SOL_LEGGINGS,Silver Sol Leggings,シルバーソルレギンス,银日护胫
SILVER_SOL_MAIL,Silver Sol Mail,シルバーソルメイル,银日铠甲
SILVER_SOL_TASSET,Silver Sol Tasset,シルバーソルコイル,银日扣带
SILVER_SOL_VAMBRACES,Silver Sol Vambraces,シルバーソルアーム,银日臂甲
SILVER_SOL_VEST,Silver Sol Vest,シルバーソルレジスト,银日轻甲
SKILL,Skill,スキル,技能
SKILLS,Skills,スキル,技能
SKULL_FACE,Skull Face,スカルフェイス,髑髅面
SKULL_FACE_PLUS,Skull Face+,スカルＧフェイス,髑髅Ｇ面
SKULL_FACE_S,Skull Face S,スカルＳフェイス,髑髅Ｓ面
SLEEP_DOUBLED_MH1,Sleep x 2,睡眠倍加,睡眠倍加
SLEEP_DOUBLED_MHG,Sleep Doubled,睡眠倍加,睡眠倍加
SLEEP_HALVED,Sleep Halved,睡眠半減,睡眠半减
SLEEP_NEGATED,Sleep Negated,睡眠無効,睡眠无效
SLEEP_SKILL,Sleep,睡眠,睡眠
SM_BONE_HUSK,Sm Bone Husk,カラ骨【小】,空心骨【小】
SM_LOBSTERSHELL,Sm Lobstershell,エビの小殻,虾之小壳
SM_MONSTER_BONE,Sm Monster Bone,竜骨【小】,龙骨【小】
SNAKEBEE_LARVA,Snakebee Larva,ツチハチノコ,土蜂幼虫
SOLID_BLOS_HORN,Solid Blos Horn,堅牢なねじれた角,坚牢的弯角
SOUND_EFFECTS,Sound,音響効果,
SPECTRES_WHIM,Spectre's Whim,悪霊の気まぐれ,恶灵的反覆无常
SPEED_EATER,Speed Eater,拾い食い,拣食
SPEED_GATHERING_ACTIVATED,Speed Gathering & Carving,高速剥ぎ取り＆採取,高速剥取＆采取
SPEED_GATHERING_SKILL,Speed Gathering,高速収集,高速收集
SPIRITS_WHIM,Spirit's Whim,精霊の気まぐれ,精灵的反覆无常
SPLENDID_BEAK,Splendid Beak,立派なクチバシ,气派的喙
STAMINA_STAT,Stamina,体力,耐力
STATS,Stats,性能,
STATUS_ATTACK_UP,Status Attack Up,状態異常攻撃強化,状态异常攻击强化
STATUS_SKILL,Status,特殊攻撃,特殊攻击
STEALTH,Stealth,隠密,隐密
STEEL_BELT,Steel Belt,スティールベルト,钢制腰带
STEEL_BELT_PLUS,Steel Belt+,スティールＧベルト,钢制Ｇ腰带
STEEL_BELT_S,Steel Belt S,スティールＳベルト,钢制Ｓ腰带
STEEL_MAIL,Steel Mail,スティールメイル,钢制铠甲
STEEL_MAIL_PLUS,Steel Mail+,スティールＧメイル,钢制Ｇ铠甲
STEEL_MAIL_S,Steel Mail S,スティールＳメイル,钢制Ｓ铠甲
STEEL_VAMBRACES,Steel Vambraces,スティールアーム,钢制臂甲
STEEL_VAMBRACES_PLUS,Steel Vambraces+,スティールＧアーム,钢制Ｇ臂甲
STEEL_VAMBRACES_S,Steel Vambraces S,スティールＳアーム,钢制Ｓ臂甲
STRONG_GRAVIOS_WING,Strong Gravios Wing,鎧竜の剛翼,铠龙的刚翼
SURE_SHOT_PIERCING,Sure Shot Piercing,剛弾のピアス,刚弹耳饰
SWORD_SAINT_PIERCING,Sword Saint Piercing,剣聖のピアス,剑圣耳饰
SWORDSMANSHIP,Swordsmanship,剣術,剑术
TASSETS,Tassets,腰当て,腰装备
TECHNIQUE_PIERCING,Technique Piercing,技のピアス,技之耳饰
THROW_ACTIVATED,Throw,投擲技術UP,投掷技术UP
THROW_SKILL,Throw,投擲,投掷
THUNDER_MINUS_10_MH1,Thunder - 10,雷耐性－10,雷耐性－10
THUNDER_MINUS_10_MHG,Thunder Res -10,雷耐性-10,雷耐性-10
THUNDER_MINUS_3_MHG,Thunder Res -3,雷耐性-3,雷耐性-3
THUNDER_MINUS_5_MHG,Thunder Res -5,雷耐性-5,雷耐性-5
THUNDER_PLUS_10_MHG,Thunder Res +10,雷耐性+10,雷耐性+10
THUNDER_PLUS_25_MH1,Thunder + 25,雷耐性＋25,雷耐性＋25
THUNDER_PLUS_3_MHG,Thunder Res +3,雷耐性+3,雷耐性+3
THUNDER_PLUS_5_MHG,Thunder Res +5,雷耐性+5,雷耐性+5
THUNDER_RESISTANCE,Thunder Resistance,雷耐性,雷耐性
THUNDER_SAC,Thunder Sac,電撃袋,电击袋
TOOLSAVER,Toolsaver,精霊のきまぐれ,精灵的反复无常
TORSO,Torso,胴,胴
TORSO_PLUS_1,Torso +1,胴系統＋１,胴系统＋１
TORSO_PLUS_2,Torso +2,胴系統＋２,胴系统＋２
TORSO_UP,Torso Up,胴系統倍加,胴系统倍加
TOTAL,Total,,总计
TRAINING_CENTER_ONLY,Training center only,訓練所専用,训练所专用
TWISTED_BLACK_BLOS_HORN,Twisted Black Blos Horn,黒巻き角,黑卷角
TWISTED_HORN,Twisted Horn,ねじれた角,弯曲的角
UNION_ORE,Union Ore,ユニオン鉱石,白鸠石
UNKNOWN_SKULL,Unknown Skull,なぞの頭骨,谜之头骨
VELOCIDROME_HEAD,Velocidrome Head,ドスランポスの頭,蓝速龙王的头
VELOCIPREY_CAP,Velociprey Cap,ランポスキャップ,蓝速龙软帽
VELOCIPREY_CAP_PLUS,Velociprey Cap+,ランポスＧキャップ,蓝速龙Ｇ软帽
VELOCIPREY_CAP_S,Velociprey Cap S,ランポスＳキャップ,蓝速龙Ｓ软帽
VELOCIPREY_CAP_U,Velociprey Cap U,ランポスＵキャップ,蓝速龙Ｕ软帽
VELOCIPREY_COAT,Velociprey Coat,ランポスコート,蓝速龙围腰
VELOCIPREY_COAT_PLUS,Velociprey Coat+,ランポスＧコート,蓝速龙Ｇ围腰
VELOCIPREY_COAT_S,Velociprey Coat S,ランポスＳコート,蓝速龙Ｓ围腰
VELOCIPREY_COAT_U,Velociprey Coat U,ランポスＵコート,蓝速龙Ｕ围腰
VELOCIPREY_FANG,Velociprey Fang,ランポスの牙,蓝速龙的牙
VELOCIPREY_GREAVES,Velociprey Greaves,ランポスグリーヴ,蓝速龙胫甲
VELOCIPREY_GREAVES_PLUS,Velociprey Greaves+,ランポスＧグリーヴ,蓝速龙Ｇ胫甲
VELOCIPREY_GREAVES_S,Velociprey Greaves S,ランポスＳグリーヴ,蓝速龙Ｓ胫甲
VELOCIPREY_GREAVES_U,Velociprey Greaves U,ランポスＵグリーヴ,蓝速龙Ｕ胫甲
VELOCIPREY_GUARDS,Velociprey Guards,ランポスガード,蓝速龙护臂
VELOCIPREY_GUARDS_PLUS,Velociprey Guards+,ランポスＧガード,蓝速龙Ｇ护臂
VELOCIPREY_GUARDS_S,Velociprey Guards S,ランポスＳガード,蓝速龙Ｓ护臂
VELOCIPREY_GUARDS_U,Velociprey Guards U,ランポスＵガード,蓝速龙Ｕ护臂
VELOCIPREY_HELM,Velociprey Helm,ランポスヘルム,蓝速龙头铠
VELOCIPREY_HELM_PLUS,Velociprey Helm+,ランポスＧヘルム,蓝速龙Ｇ头铠
VELOCIPREY_HELM_S,Velociprey Helm S,ランポスＳヘルム,蓝速龙Ｓ头铠
VELOCIPREY_HELM_U,Velociprey Helm U,ランポスＵヘルム,蓝速龙Ｕ头铠
VELOCIPREY_HIDE,Velociprey Hide,ランポスの皮,蓝速龙的皮
VELOCIPREY_HIDE_PLUS,Velociprey Hide+,ランポスの上皮,蓝速龙的上皮
VELOCIPREY_LEGGINGS,Velociprey Leggings,ランポスレギンス,蓝速龙护胫
VELOCIPREY_LEGGINGS_PLUS,Velociprey Leggings+,ランポスＧレギンス,蓝速龙Ｇ护胫
VELOCIPREY_LEGGINGS_S,Velociprey Leggings S,ランポスＳレギンス,蓝速龙Ｓ护胫
VELOCIPREY_LEGGINGS_U,Velociprey Leggings U,ランポスＵレギンス,蓝速龙Ｕ护胫
VELOCIPREY_MAIL,Velociprey Mail,ランポスメイル,蓝速龙铠甲
VELOCIPREY_MAIL_PLUS,Velociprey Mail+,ランポスＧメイル,蓝速龙Ｇ铠甲
VELOCIPREY_MAIL_S,Velociprey Mail S,ランポスＳメイル,蓝速龙Ｓ铠甲
VELOCIPREY_MAIL_U,Velociprey Mail U,ランポスＵメイル,蓝速龙Ｕ铠甲
VELOCIPREY_MASK,Velociprey Mask,ランポスフェイク,蓝速龙伪装头
VELOCIPREY_MASK_PLUS,Velociprey Mask+,ランポスＧフェイク,蓝速龙Ｇ伪装头
VELOCIPREY_MASK_S,Velociprey Mask S,ランポスＳフェイク,蓝速龙Ｓ伪装头
VELOCIPREY_SCALE,Velociprey Scale,ランポスの鱗,蓝速龙的鳞
VELOCIPREY_SCALE_PLUS,Velociprey Scale+,ランポスの上鱗,蓝速龙的上鳞
VELOCIPREY_TASSET,Velociprey Tasset,ランポスフォールド,蓝速龙腰甲
VELOCIPREY_TASSET_PLUS,Velociprey Tasset+,ランポスＧフォールド,蓝速龙Ｇ腰甲
VELOCIPREY_TASSET_S,Velociprey Tasset S,ランポスＳフォールド,蓝速龙Ｓ腰甲
VELOCIPREY_TASSET_U,Velociprey Tasset U,ランポスＵフォールド,蓝速龙Ｕ腰甲
VELOCIPREY_VAMBRACES,Velociprey Vambraces,ランポスアーム,蓝速龙臂甲
VELOCIPREY_VAMBRACES_PLUS,Velociprey Vambraces+,ランポスＧアーム,蓝速龙Ｇ臂甲
VELOCIPREY_VAMBRACES_S,Velociprey Vambraces S,ランポスＳアーム,蓝速龙Ｓ臂甲
VELOCIPREY_VAMBRACES_U,Velociprey Vambraces U,ランポスＵアーム,蓝速龙Ｕ臂甲
VELOCIPREY_VEST,Velociprey Vest,ランポスレジスト,蓝速龙轻甲
VELOCIPREY_VEST_PLUS,Velociprey Vest+,ランポスＧレジスト,蓝速龙Ｇ轻甲
VELOCIPREY_VEST_S,Velociprey Vest S,ランポスＳレジスト,蓝速龙Ｓ轻甲
VELOCIPREY_VEST_U,Velociprey Vest U,ランポスＵレジスト,蓝速龙Ｕ轻甲
VERY_GOOD_LUCK,Very Good Luck,激運,激运
VESPOID_ABDOMEN,Vespoid Abdomen,女王虫の尻尾,女王虫的尻尾
VESPOID_BLADEFIN,Vespoid Bladefin,ランゴスタの刃羽,巨蜂的刃羽
VESPOID_CAP,Vespoid Cap,ランゴキャップ,巨蜂软帽
VESPOID_CAP_PLUS,Vespoid Cap+,ランゴＧキャップ,巨蜂Ｇ软帽
VESPOID_CAP_S,Vespoid Cap S,ランゴＳキャップ,巨蜂Ｓ软帽
VESPOID_CARAPACE,Vespoid Carapace,ランゴスタの堅殻,巨蜂的坚壳
VESPOID_COAT,Vespoid Coat,ランゴコート,巨蜂围腰
VESPOID_COAT_PLUS,Vespoid Coat+,ランゴＧコート,巨蜂Ｇ围腰
VESPOID_COAT_S,Vespoid Coat S,ランゴＳコート,巨蜂Ｓ围腰
VESPOID_GREAVES,Vespoid Greaves,ランゴグリーヴ,巨蜂胫甲
VESPOID_GREAVES_PLUS,Vespoid Greaves+,ランゴＧグリーヴ,巨蜂Ｇ胫甲
VESPOID_GREAVES_S,Vespoid Greaves S,ランゴＳグリーヴ,巨蜂Ｓ胫甲
VESPOID_GUARDS,Vespoid Guards,ランゴガード,巨蜂护臂
VESPOID_GUARDS_PLUS,Vespoid Guards+,ランゴＧガード,巨蜂Ｇ护臂
VESPOID_GUARDS_S,Vespoid Guards S,ランゴＳガード,巨蜂Ｓ护臂
VESPOID_HELM,Vespoid Helm,ランゴヘルム,巨蜂头铠
VESPOID_HELM_PLUS,Vespoid Helm+,ランゴＧヘルム,巨蜂Ｇ头铠
VESPOID_HELM_S,Vespoid Helm S,ランゴＳヘルム,巨蜂Ｓ头铠
VESPOID_LEGGINGS,Vespoid Leggings,ランゴレギンス,巨蜂护胫
VESPOID_LEGGINGS_PLUS,Vespoid Leggings+,ランゴＧレギンス,巨蜂Ｇ护胫
VESPOID_LEGGINGS_S,Vespoid Leggings S,ランゴＳレギンス,巨蜂Ｓ护胫
VESPOID_MAIL,Vespoid Mail,ランゴメイル,巨蜂铠甲
VESPOID_MAIL_PLUS,Vespoid Mail+,ランゴＧメイル,巨蜂Ｇ铠甲
VESPOID_MAIL_S,Vespoid Mail S,ランゴＳメイル,巨蜂Ｓ铠甲
VESPOID_RAZORWING,Vespoid Razorwing,ランゴスタの斬羽,巨蜂的斩羽
VESPOID_SHELL,Vespoid Shell,ランゴスタの甲殻,巨蜂的甲壳
VESPOID_TASSET,Vespoid Tasset,ランゴフォールド,巨蜂腰甲
VESPOID_TASSET_PLUS,Vespoid Tasset+,ランゴＧフォールド,巨蜂Ｇ腰甲
VESPOID_TASSET_S,Vespoid Tasset S,ランゴＳフォールド,巨蜂Ｓ腰甲
VESPOID_VAMBRACES,Vespoid Vambraces,ランゴアーム,巨蜂臂甲
VESPOID_VAMBRACES_PLUS,Vespoid Vambraces+,ランゴＧアーム,巨蜂Ｇ臂甲
VESPOID_VAMBRACES_S,Vespoid Vambraces S,ランゴＳアーム,巨蜂Ｓ臂甲
VESPOID_VEST,Vespoid Vest,ランゴレジスト,巨蜂轻甲
VESPOID_VEST_PLUS,Vespoid Vest+,ランゴＧレジスト,巨蜂Ｇ轻甲
VESPOID_VEST_S,Vespoid Vest S,ランゴＳレジスト,巨蜂Ｓ轻甲
VESPOID_WING,Vespoid Wing,ランゴスタの羽,巨蜂的羽
VIDEO,Video,,
VIDEO_OPTIONS,Video,,
WAIST,Waist,腰,腰
WATER_MINUS_10_MH1,Water - 10,水耐性－10,水耐性－10
WATER_MINUS_10_MHG,Water Res -10,水耐性-10,水耐性-10
WATER_MINUS_3_MHG,Water Res -3,水耐性-3,水耐性-3
WATER_MINUS_5_MHG,Water Res -5,水耐性-5,水耐性-5
WATER_PLUS_10_MHG,Water Res +10,水耐性+10,水耐性+10
WATER_PLUS_25_MH1,Water + 25,水耐性＋25,水耐性＋25
WATER_PLUS_3_MHG,Water Res +3,水耐性+3,水耐性+3
WATER_PLUS_5_MHG,Water Res +5,水耐性+5,水耐性+5
WATER_RESISTANCE,Water Resistance,水耐性,水耐性
WHETSTONE,Whetstone,砥石,砥石
WHIM_SKILL,Whim,気まぐれ,反覆无常
WHITE_MONOBLOS_SHELL,White Monoblos Shell,白一角竜の甲殻,白一角龙的甲壳
WHITE_MONOBLOS_SPINE,White Monoblos Spine,白一角竜の背甲,白一角龙的背甲
WHITE_VELOCIPREY_HIDE,White Velociprey Hide,ランポスの白皮,蓝速龙的白皮
WHITE_VELOCIPREY_SCALE,White Velociprey Scale,ランポスの白鱗,蓝速龙的白鳞
WIDE_AREA_ANTIDOTE_MH1,Wide Area Antidote,「解毒薬」広域化,「解毒药」广域化
WIDE_AREA_ANTIDOTE_MHG,Wide Area Antidote,【解毒薬】広域化,【解毒药】广域化
WIDE_AREA_ANTIDOTE_SKILL,Wide Area Antidote,広域解毒,广域解毒
WIDE_AREA_ARMOR_SEED,Wide Area Armor Seed,「忍耐の種」広域化,「忍耐之种」广域化
WIDE_AREA_DRUG_ACTIVATED,Wide Area Drug,怪力・忍耐の種広域化,怪力・忍耐之种广域化
WIDE_AREA_DRUG_SKILL,Wide Area Drug,種広域化,种广域化
WIDE_AREA_HERB,Herb Wide Area,【薬草】広域化,【药草】广域化
WIDE_AREA_POTION_MH1,Wide Area Potion,「回復薬」広域化,「回复药」广域化
WIDE_AREA_POTION_MHG,Potion Wide Area,【回復薬】広域化,【回复药】广域化
WIDE_AREA_POWER_SEED,Wide Area Power Seed,「怪力の種」広域化,「怪力之种」广域化
WIDE_AREA_RECOVERY_SKILL,Wide Area Recovery,広域回復,广域回复
WIND_PRESSURE_HIGH,High Wind Pressure,風圧【大】無効,风压【大】无效
WIND_PRESSURE_LOW,Low Wind Pressure,風圧【小】無効,风压【小】无效
WIND_PRESSURE_MH1,Anti-Wind,風圧無効,风压无效
WIND_PRESSURE_SKILL,Wind Pressure,風圧,风压
WYVERN_MARROW,Wyvern Marrow,火竜の骨髄,火龙的骨髓
WYVERN_REX_MAIL,Wyvern Rex Mail,Ｗレックスメイル,Ｗ・ＲＥＸ铠甲
YELLOW_PIERCING,Yellow Piercing,イエローピアス,金雷耳饰
YELLOW_PIERCING_PLUS,Yellow Piercing+,イエローＧピアス,金雷Ｇ耳饰
YELLOW_PIERCING_S,Yellow Piercing S,イエローＳピアス,金雷Ｓ耳饰
